,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD
206,9840,opisProjektuEfekt,"&nbsp;
<div>&middot;<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>dokonanie retrospektywnej oceny skażenia jodem-131 tarczyc ludzi bezpośrednio po awarii w Czarnobylu i obliczenie dawek obciążających na tarczyce od tego radionuklidu;</div>
<div>&middot;<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>określenie ewentualnego powiązania statystycznie istotnego wzrostu występowania schorzeń tarczycy z dawkmi od jodu-131 pochłoniętymi w tarczycy;</div>
<div>&middot;<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>pr&oacute;ba analizy, jakie czynniki (środowiskowe i endogenne) najbardziej korelują ze skażeniem jodem-131 &ndash; wybranie czynnik&oacute;w najbardziej obciążających;</div>
<div>&middot;<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>określenie skażenia jodem-129 tarczycy ludzi; będzie to poziom odniesienia (tło) pozwalający na ocenę wzrostu skażenia w przypadku dalszych uwolnień jodu&nbsp;</div>
<div>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; promieniotw&oacute;rczego do środowiska;</div>
<div>&middot;<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>prezentacja wynik&oacute;w na konferencjach krajowych i zagranicznych;</div>
<div>&middot;<span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>publikacje, m. in. w czasopismach z listy filadelfijskiej.</div>",07/01/31,23,Retrospektywna ocena skażenia jodem-131 tarczyc ludzi po awarii czarnobylskiej na podstawie oznaczeń jody-129 w tym gruczole oraz powiązanie dawek pochłoniętych z występowaniem schorzeń  tarczycy,"jod-13131, jod-129, jod-127, tarczyca, dawki, schorzenia tarczycy, awaria czarnobylska",-1
207,9854,opisProjektuEfekt,Wyniki projektu zostaną opublikowane w całości lub jako seria publikacji w renomowanych czasopismach naukowych. <br />Zostanie także przygotowany poster lub prezentacja w formie referatu na następny International Heteropterological Meeting. Staną się one także podstawą mojej rozprawy habilitacyjnej.,07/01/31,23,Filogeneza rodzaju Fulvius Stl (Hemiptera: Miridae: Cylapinae) w oparciu o dane molekularne i morfologiczne.,"filogeneza, markery molekularne, Fulvius, Heteroptera, Miridae, Cylapinae",173
208,9871,opisProjektuEfekt,&nbsp;,07/01/31,23,Rola ludzkich homologów bakteryjnego białka AlkB (AlkBh2 i AlkBh3) w naprawie DNA i RNA oraz w mutagenezie indukowanej czynnikami alkilacyjnymi,"AlkB, AlkBH2, AlkBH3, naprawa DNA/RNA, czynniki alkilacyjne, mutageneza, E.coli, fibroblasty",173
209,9895,opisProjektuEfekt,"<p style=""margin-left: 18pt;"" class=""MsoNormal"">Publikacje w międzynarodowych czasopismach<o:p></o:p></p>
<p style=""margin-left: 18pt; text-align: justify;"" class=""MsoNormal"">Prezentacje wynik&oacute;w na konferencjach, w tym Grupy Badawczej Kormoran&oacute;w (Wetland International Cormorant Research Group) i Europejskiej Unii Ornitolog&oacute;w (EOU)<o:p></o:p></p>
Uzyskane wyniki wejdą w skład dw&oacute;ch rozpraw doktorskich, w tym gł&oacute;wnego wykonawcy",07/07/23,27,Behawioralne i ekologiczne uwarunkowania śmiertelności piskląt czapli siwej i kormorana czarnego w mieszanej cześci kolonii w Kątach Rybackich - badania porównawcze,"śmiertelność piskląt, agresja, siblicide, czapla siwa, kormoran czarny",173
210,10538,opisProjektuEfekt,1. Publikacje naukowe oraz referaty na konferencjach krajowych i zagranicznych. <br />2. Zorganizowanie i przeprowadzenie konferencji naukowej nt. &bdquo;Określenie czynnik&oacute;w i predyspozycji biologicznych i psychospołecznych decydujących o powodzeniu w zawodowej służbie wojskowej żołnierzy wojsk lądowych&rdquo;. Efektem wymiernym będzie wydana (książka) materiały konferencyjne w postaci pracy zwartej. <br />,,23,"Określenie czynników i predyspozycji biologicznych, psychospołecznych decydujących o powodzeniu w zawodowej służbie wojskowej żołnierzy wojsk lądowych.","OBRONNOŚĆ, EDUKACJA WOJSKOWA, SPRAWNOŚĆ FIZYCZNA, GENETYKA, BUDOWA SOMATYCZNA, KOHERENCJA, ŻOŁNIERZ ZAWODOWY, WOJSKA LĄDOWE",141
211,12569,opisProjektuEfekt,"<p></p>
<p><font size=""4""></font></p>
<font size=""4"">Wymiernym efektem podjętego problemu będzie postęp w badaniach nad molekularnym mechanizmem powstawania uzależnienia od nikotyny. Identyfikacja białek zaangażowanych w odpowiedzi na pojawienie sie nikotyny w organizmie jest punktem wyjściowym do analizy ich wzajemnych oddziaływań prowadzących do powstania uzależnienia. Badanie interakcji tych białek (np. metodą tandem affinity purification TAP)&nbsp;będzie kolejnym celem naukowym wnioskodawcy. </font>
<p></p>
<p><font size=""4"">Podstawową formą informacji o uzyskanych wynikach będą oryginalne publikacje (prace eksperymentalne) w czasopismach o zasięgu światowym oraz publikacje otrzymanych wynik&oacute;w w postaci komunikat&oacute;w na konferencjach i zjazdach naukowych. Otrzymane wyniki stanowić będę element rozprawy habilitacyjnej&nbsp;dr Roberta Sobkowiaka. </font></p>",07/07/05,27,Zmiany profilu białek błonowych u Caenorhabdtitis elegans indukowane nikotyną.,"białka błonowe, nikotyna, 16-BAC/SDS-PAGE, uzależnienie, ",173
212,12742,opisProjektuEfekt,"<p><font size=""3"" style=""font-family: Times New Roman;"">&nbsp;&nbsp;&nbsp; Dzięki uzyskanym wynikom możliwe będzie opracowanie nowych wyr&oacute;żnik&oacute;w jakościowych i ilościowych w pełni identyfikujących polskie miody nektarowe. Uzyskane wyniki zostaną przedstawione w formie publikacji zar&oacute;wno w czasopismach </font><font size=""3"" style=""font-family: Times New Roman;"">zagranicznych jak i </font><font size=""3"" style=""font-family: Times New Roman;"">krajowych, oraz zaprezentowane na konferencjach międzynarodowych. Mogą być one r&oacute;wnież pomocne przy normalizacji wybranych odmian miodu.</font></p>",07/07/31,27,Opracowanie nowych wyróżników jakości i pochodzenia botanicznego miodów - wybrane właściwości fizykochemiczne miodów nektarowych,"miód nektarowy, analiza głównych składowych (PCA), autentyczność produktu.",173
213,13126,opisProjektuEfekt,"<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 0cm 0pt""><font size=""3"">Wyniki niniejszego projektu planuje się opublikować w formie streszczeń zjazdowych oraz artykuł&oacute;w oryginalnych. Prezentacje zjazdowe planowane są na konferencjach międzynarodowych (American Diabetes Association, American Society of Nephrology)&nbsp;oraz krajowych (Zjazd Polskiego Towarzystwa Diabetologicznego, Zjazd Polskiego Towarzystwa Nefrologicznego). Artykuły oryginalne zostaną wysłane&nbsp;do międzynarodowych czasopism diabetologicznych i nefrologicznych.<em style=""mso-bidi-font-style: normal""> <o:p></o:p></em></font></p>",07/07/20,27,Ekspresja genów w komórkach mononuklearnych krwi obwodowej jako marker predyspozycji do nefropatii cukrzycowej,"cukrzyca, nefropatia, ekspresja genów, predyspozycja genetyczna",183
214,13259,opisProjektuEfekt,"<p align=""justify""><font size=""4"">Zadania badawcze projektu pozwolą na wytworzenie preparat&oacute;w o bardzo wysokich zdolnościach antyoksydacyjnych i przeciwmikrobiologicznych, z możliwością zastosowania w produkcji żywności i farmacji. Ustalone zostaną i opatentowane optymalne warunki prowadzenia ekstrakcji składnik&oacute;w prozdrowotnych roślin. Wyniki zostaną upowszechnione w postaci publikacji oraz prezentacji (posterowych lub ustnych) podczas krajowych i zagranicznych konferencji naukowych.</font></p>",07/07/27,27,Ocena aktywności antyoksydacyjnej i przeciwmikrobiologicznej wybranych gatunków roślin leczniczych,"rośliny lecznicze, polifenole, aktywność antyoksydacyjna, ekstrakcja, przeciwutleniacze, właściwości przeciwmikrobiologiczne, minimalna dawka hamująca (MIC)  ",173
215,13518,opisProjektuEfekt,"<font face=""Times New Roman"" size=""3"">Podjęty problem jest realizowany w ramach otwartego przewodu doktorskiego mgr inż. Roberta Palacza pt: </font>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span><font face=""Times New Roman"" size=""3"">&quot;Zmiany zachodzące w składzie białka mleka klaczy, kobiety i krowy w pierwszych trzech miesiącach laktacji&quot;.</font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span><strong><font face=""Times New Roman"" size=""3"">Udokumentowanym efektem realizacji projektu badawczego będzie rozprawa doktorska.</font></strong></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span><font face=""Times New Roman"" size=""3"">Uzyskane wyniki, po opracowaniu, będą rozpowszechniane w formie publikacji naukowych oraz referat&oacute;w na krajowych i zagranicznych konferencjach naukowych. Wyniki będą udostępnione lekarzom medycyny, hodowcom i właścicielom koni od kt&oacute;rych pobierana była siara i mleko. Przewiduje się publikacje wynik&oacute;w badań w czasopismach medycznych oraz w popularno - naukowej prasie hippologicznej.</font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><span><font face=""Times New Roman"" size=""3""></font></span></p>",07/07/04,27,"Określenie zmian zachodzących w składzie białka i stężeniu pierwiastków  w mleku kobiety, klaczy i krowy w pierwszych trzech miesiącach laktacji","siara, mleko klaczy, białka mleka",173
216,13843,opisProjektuEfekt,"<o:p>
<p style=""MARGIN: 0cm 0cm 0pt""><font size=""5""><font face=""Times New Roman""><span style=""mso-spacerun: yes"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span><font size=""4"">Choroby sercowo-naczyniowe są najczęstszą przyczyną hospitalizacji i zgon&oacute;w w Polsce. Niewydolność serca jest narastającym problemem zdrowotnym; m&oacute;wi się wręcz o ,,epidemii niewydolnności serca&rdquo;. Obciąża ona w znacznym stopniu pacjent&oacute;w, ich rodziny, ale przede wszystkim system opieki zdrowotnej w Polsce. Największe koszty są związane z hospitalizacjami spowodowanymi zaostrzeniami niewydolności serca, a zwłaszcza z rehospitalizacjami, kt&oacute;re dotyczą znacznej części chorych. </font></font></font></p>
<p style=""MARGIN: 0cm 0cm 0pt""><font face=""Times New Roman""><font size=""4""><span style=""mso-spacerun: yes"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Zastosowanie nieinwazyjnych urządzeń wspomagających oddychanie u pacjent&oacute;w z niewydolnością krążenia i zaburzeniami oddychania podczas snu typu oddech Cheyne&rsquo;a-Stokesa może okazać się<span style=""mso-spacerun: yes"">&nbsp; </span>odpowiednią, bezpieczną i efektywną formą wspomagania leczenia niewydolności serca, dodatkowo poprawiającą komfort życia pacjenta. Może stanowić cenne uzupełnienie farmakoterapii, rewaskularyzacji wieńcowej, terapii resynchronizującej, pozwalające na optymalizację strategii leczenia zwiększającej się grupy chorych z niewydolnością serca. Wt&oacute;rnie może przyczynić się<span style=""mso-spacerun: yes"">&nbsp; </span>do zmniejszenia częstości dekompensacji niewydolności serca, przekładającej się na zmniejszenie liczby hospitalizacji, a tym samym ograniczenie<span style=""mso-spacerun: yes"">&nbsp; </span>koszt&oacute;w całościowej opieki nad pacjentami z niewydolnością serca. W dobie epidemii niewydolności serca, przy wzrastającej<span style=""mso-spacerun: yes"">&nbsp; </span>liczbie chorych z niewydolnością krążenia i starzeniu się populacji, ma to ogromne implikacje ekonomiczne. </font></font></p>
<p style=""MARGIN: 0cm 0cm 0pt""><font face=""Times New Roman"" size=""4"">Mimo znacznego postępu, jaki dokonał się w ostatnim czasie w farmakoterapii, elektroterapii i w leczeniu chirurgicznym niewydolności serca, transplantacja serca<span style=""mso-spacerun: yes"">&nbsp; </span>jest nadal leczeniem z wyboru skrajnie ciężkich postaci niewydolności serca. Zastosowanie nieinwazyjnych metod wspomagających oddychanie może spowodować spowolnienie ewolucji niewydolności serca i wydłużenie czasu do przeszczepu. Ta forma leczenia może wreszcie przynieść poprawę rokowania w niewydolności serca. </font></p>
<p class=""MsoBodyTextIndent3"" style=""MARGIN: 0cm 0cm 0pt""><font face=""Times New Roman"" size=""4"">Uzyskane wyniki przeprowadzonych badań zamierza się na bieżąco<span style=""mso-spacerun: yes""> </span>publikować w czasopismach medycznych oraz referować na konferencjach w kraju i za granicą. Otrzymane wyniki badań będą materiałem do napisania rozprawy doktorskiej<strong>.</strong></font></p>
</o:p>",07/06/22,27,"Wpływ leczenia zaburzeń oddychania typu Cheyne’a-Stokesa na funkcję serca, rokowanie i jakość życia u chorych z niewydolnością serca - badanie randomizowane w układzie naprzemiennym (cross-over)","niewydolność serca, zaburzenia oddychania podczas snu, oddech Cheyne'a-Stokesa",173
217,13917,opisProjektuEfekt,"<p class=""MsoBodyText2"" style=""MARGIN: 0cm 0cm 0pt"" align=""justify""><span style=""FONT-SIZE: 11pt; mso-bidi-font-size: 12.0pt""><font face=""Times New Roman""><font size=""3"">Przewidywane rezultaty projektu to: 1. opracowanie i wykonanie systemu termografii aktywnej do wykrywania zaburzeń i defekt&oacute;w podpowierzchniowych wybranych owoc&oacute;w i warzyw, 2. opracowanie algorytmu identyfikacji i klasyfikacji poszczeg&oacute;lnych rodzaj&oacute;w defekt&oacute;w tkanki owoc&oacute;w i warzyw; 3. opracowanie modelu przepływu ciepła wewnątrz owoc&oacute;w i warzyw z występującym w nich zaburzeniem właściwości cieplnych tkanki oraz jego weryfikacja na podstawie badań termograficznych 4. opracowanie metodyki badań termografii aktywnej powierzchni owoc&oacute;w i warzyw poruszających się na linii transportującej z określoną prędkością. 5. przygotowanie założeń wdrożenia zaproponowanej metody do automatycznych system&oacute;w sortowniczych. <o:p></o:p></font></font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify"" align=""justify""><span style=""FONT-SIZE: 11pt; LETTER-SPACING: -0.3pt; mso-bidi-font-size: 12.0pt""><font face=""Times New Roman""><font size=""3"">Uzyskane w czasie badań wyniki będą prezentowane na konferencjach naukowych w kraju i za granicą oraz publikowane w czasopismach o zasięgu krajowym i międzynarodowym. Planuje się opracowanie monografii dotyczącej metodycznych i praktycznych wynik&oacute;w zrealizowanych w projekcie badań. <o:p></o:p></font></font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify"" align=""justify""><span style=""FONT-SIZE: 11pt; LETTER-SPACING: -0.3pt; mso-bidi-font-size: 12.0pt""><font face=""Times New Roman""><font size=""3"">Większa część aparatury, sprzętu pomiarowego oraz wyposażenie laboratori&oacute;w jest w posiadaniu Instytutu Agrofizyki PAN i będzie udostępniona w czasie realizacji projektu. Niezbędne będzie jednak jej uzupełnienie poprzez zakup i wykonanie na zam&oacute;wienie niekt&oacute;rych urządzeń i przyrząd&oacute;w oraz program&oacute;w komputerowych.<o:p></o:p></font></font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify"" align=""justify""><span style=""FONT-SIZE: 11pt; LETTER-SPACING: -0.3pt; mso-bidi-font-size: 12.0pt""><font face=""Times New Roman""><font size=""3"">Projektowane badania mają znaczenie zar&oacute;wno poznawcze, jak i praktyczne. Metodyczne i praktyczne rezultaty badań realizowanych w projekcie w postaci gotowych procedur identyfikacji i klasyfikacji występujących w owocach i warzywach zaburzeń wewnętrznych tkanki znajdą zastosowanie w przechowalnictwie i przetw&oacute;rstwie płod&oacute;w rolnych.<o:p></o:p></font></font></span></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-ALIGN: justify"" align=""justify""><span style=""FONT-SIZE: 11pt; LETTER-SPACING: -0.3pt; mso-bidi-font-size: 12.0pt""><font face=""Times New Roman""><font size=""3"">Wiedza i doświadczenie zdobyte w dotychczasowych badaniach prowadzonych przez wnioskodawc&oacute;w projektu w Instytucie Agrofizyki PAN przy realizacji krajowych i międzynarodowych projekt&oacute;w badawczych oraz podczas staży zagranicznych dają podstawę do podjęcia tego typu badań.<o:p></o:p></font></font></span></p>",07/07/26,27,Wykorzystanie termografii aktywnej do badania defektów wewnętrznych i zaburzeń fizjologicznych w tkankach wybranych owoców i warzyw,"metody nieniszczące, termografia aktywna, jakość owoców i warzyw, właściwości cieplne tkanki roślinnej",183
218,14050,opisProjektuEfekt,"<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt 21.3pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify"">Wyniki pracy przedstawione zostaną w formie rozprawy doktorskiej, a także w postaci publikacji w polskich i zagranicznych czasopismach medycznych oraz prezentowane będą na konferencjach naukowych.<o:p></o:p></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><o:p>&nbsp;</o:p></p>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; LINE-HEIGHT: 150%; TEXT-ALIGN: justify""><o:p>&nbsp;</o:p></p>",07/07/31,27,Wpływ różnych modyfikacji ambulatoryjnej dializy otrzewnowej (CADO/ADO) na insulinooporność u chorych ze schyłkową niewydolnością nerek w przebiegu nefropatii niecukrzycowej,"dializa otrzewnowa, insulinooporność",183
219,14054,opisProjektuEfekt,"Uzyskane wyniki pozwolą ustalić udział czynnik&oacute;w poznawczych, proprioceptywnych oraz osobowościowych w nieświadomości objaw&oacute;w w HD oraz PD. Dzięki temu możliwe będzie sformułowanie wniosk&oacute;w dotyczących nieświadomości objaw&oacute;w, istotnych dla lekarzy (neurolog&oacute;w, psychiatr&oacute;w). Zrozumienie źr&oacute;deł nieświadomości objaw&oacute;w pozwoli lekarzom na spojrzenie na nieświadomość deficyt&oacute;w w HD jak na jeden z objaw&oacute;w choroby, nie zaś niechęć do wsp&oacute;łpracy. Opiekunowie chorych, dzięki zapoznaniu się z wynikami badań (kt&oacute;re zostaną upowszechnione m.in. podczas og&oacute;lnopolskich spotkań Stowarzyszenia na Rzecz Os&oacute;b z Chorobą Huntingtona oraz za pośrednictwem strony internetowej Stowarzyszenia, z kt&oacute;rym wsp&oacute;łpracują autorzy projektu) będą mogli lepiej porozumieć się z chorymi, kt&oacute;rzy zaprzeczają objawom choroby. Wreszcie, wyniki te pozwolą na sformułowanie wskazań dla fizjoterapuet&oacute;w i logoped&oacute;w prowadzących terapię chorych z HD / PD. Badania zostaną uwieńczone rozprawą doktorską przygotowywaną przez mgr Emilię Sitek pod kierunkiem dr hab. n.med. Jarosława Sławka w ramach Dziennych Studi&oacute;w Doktoranckich na Akademii Medycznej w Gdańsku. Poza tym udokumentowanym efektem podjętego projektu badawczego będą publikacje naukowe oraz prezentacje wynik&oacute;w na konferencjach naukowych.",07/07/04,27,"Neuropsychologiczna ocena samoświadomości objawów w chorobach Huntingtona, Parkinsona i w dystonii szyjnej","samoświadomość objawów, choroba Huntingtona, choroba Parkinsona",173
220,14103,opisProjektuEfekt,"<p style=""text-align: justify; text-indent: 35.4pt; line-height: 150%;"" class=""MsoNormal""><span style=""font-size: 11pt; font-family: Arial;"">Wyniki badań zostaną wykorzystane do opracowania rozprawy doktorskiej. Ponadto zostaną zaprezentowane w formie referat&oacute;w na naukowych i metodycznych konferencjach międzynarodowych i krajowych, dotyczących zagadnień kultury fizycznej i sportu. Wyniki badań pilotażowych zostaną przedstawione na &bdquo;12th Annual Congress of the European College of Sport Science&rdquo; w Jyv&auml;skyl&auml; w Finlandii w lipcu 2007. <o:p></o:p><br />&nbsp;&nbsp;&nbsp; Ponadto zostanie stworzony raport dla os&oacute;b odpowiedzialnych za nadz&oacute;r pedagogiczny w plac&oacute;wkach, w kt&oacute;rych zostaną przeprowadzone badania. Wyniki badań przedstawione będą sukcesywnie na łamach czasopism naukowych i metodycznych w zakresie kultury fizycznej.<strong><o:p></o:p></strong></span></p>",07/07/20,27,Wypalenie zawodowe nauczycieli wychowania fizycznego ze szkół aglomeracji warszawskiej,"wypalenie zawodowe, nauczyciel wychowania fizycznego",173
221,14126,opisProjektuEfekt,"<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 7.35pt 0pt 18pt""><span lang=""CS"" style=""mso-ansi-language: CS""><font size=""3""><font face=""Times New Roman"">Gł&oacute;wnym wymiernym efektem proponowanych badań będzie praca habilitacyjna<span style=""mso-spacerun: yes"">&nbsp; </span>kierownika projektu (dr Piotra Kuklińskiego) zatutułowana &bdquo;Procesy ekologiczne w przybrzeżnej strefie Arktyki&ldquo;. Wszystkie otrzymane wyniki, kt&oacute;re nie zostaną użyte w pracy habilitacyjnej, będą opublikowane w renomowanych czasopismach naukowych.<o:p></o:p></font></font></span></p>
<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 7.35pt 0pt 18pt; TEXT-ALIGN: justify""><span lang=""CS"" style=""mso-ansi-language: CS""><o:p><font face=""Times New Roman"" size=""3"">&nbsp;</font></o:p></span></p>
<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 7.35pt 0pt 18pt; TEXT-ALIGN: justify""><font size=""3""><font face=""Times New Roman"">Do projektu będą r&oacute;wnież zaangażowani studenci. Udział student&oacute;w będzie prowadził do powstania prac magisterskich. Na obecnym poziomie rozwoju projektu proponowane są następujące tematy prac magisterskich:<o:p></o:p></font></font></p>
<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 7.35pt 0pt 18pt; TEXT-INDENT: 0cm; TEXT-ALIGN: justify; mso-list: l0 level4 lfo1; tab-stops: list 60.0pt""><span style=""FONT-FAMILY: Arial; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol""><span style=""mso-list: Ignore""><font size=""3"">&middot;</font><span style=""FONT: 7pt &quot;Times New Roman&quot;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span></span><font size=""3""><font face=""Times New Roman"">Tempo wzrostu wybranych organizm&oacute;w bentosowych. <o:p></o:p></font></font></p>
<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 7.35pt 0pt 18pt; TEXT-INDENT: 0cm; TEXT-ALIGN: justify; mso-list: l0 level4 lfo1; tab-stops: list 60.0pt""><span style=""FONT-FAMILY: Arial; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol""><span style=""mso-list: Ignore""><font size=""3"">&middot;</font><span style=""FONT: 7pt &quot;Times New Roman&quot;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span></span><font size=""3""><font face=""Times New Roman"">Wpływ kształtu podłoża na procesy kolonizacji. <o:p></o:p></font></font></p>
<p class=""MsoBodyTextIndent"" style=""MARGIN: 0cm 7.35pt 0pt 18pt; TEXT-INDENT: 0cm; TEXT-ALIGN: justify; mso-list: l0 level4 lfo1; tab-stops: list 60.0pt""><span style=""FONT-FAMILY: Arial; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol""><span style=""mso-list: Ignore""><font size=""3"">&middot;</font><span style=""FONT: 7pt &quot;Times New Roman&quot;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></span></span><font size=""3""><font face=""Times New Roman"">Wpływ mineralogii na osiadłe organizmy bentosowe <o:p></o:p></font></font></p>
<p class=""MsoBlockText"" style=""MARGIN: 0cm 7.35pt 0pt 18pt""><o:p><font face=""Times New Roman"" size=""3"">&nbsp;</font></o:p></p>
<p class=""MsoBlockText"" style=""MARGIN: 0cm 7.35pt 0pt 18pt""><font size=""3""><font face=""Times New Roman"">Wyniki powyższego projektu będą przedstawione na renomowanej międzynarodowej konferencji &ndash; pod uwagę brane są przede wszystkim coroczne europejskie konferencje biolog&oacute;w morza (EMBS &ndash; European Marine Biology Symposium). Pod uwagę są brane r&oacute;wnież inne specjalistyczne konferencje, w kt&oacute;rych udział będzie uzależniony od specyfiki otrzymanych wynik&oacute;w. <o:p></o:p></font></font></p>
<p class=""MsoNormal"" style=""MARGIN: 6pt 7.35pt 0pt 18pt""><font face=""Times New Roman"" size=""3"">W końcowej fazie projektu powstanie na serwerze Instytutu Oceanologii (</font><a href=""http://www.iopan.gda.pl/"" target=_blank><font face=""...",07/07/13,27,Kolonizacja strefy przybrzeżnej w szybko zmieniającym się środowisku arktycznym,"kolonizacja, dynamika środowiska, bioróżnorodność, Arktyka, zmiana klimatu",183
222,14285,opisProjektuEfekt,"&nbsp;
<div align=""left"">1. Program komputerowy umożliwiający tworzenie r&oacute;żnej wielkości sieci neuronalnych zdolnych do uczenia się wg wzor&oacute;w biologicznych i posiadających możliwość zmiany właściwości neuron&oacute;w w zależności od modelowanej części m&oacute;zgowia.</div>
<div align=""left"">2. Program komputerowy umożliwiający badania modelowe proces&oacute;w chorobowych, jak choroba Alzheimera, czy zatrucie narkotykami przy pomocy sieci neuronalnej.&nbsp;</div>
<div align=""left"">3. Program dydaktyczny do szerokiego stosowania na r&oacute;żnych poziomach szkolnictwa wyjaśniający graficznie podstawy działania układu nerwowego.</div>
<div align=""left""></div>
<div align=""left"">Wyniki badań: </div>
<div align=""left"">1. Planujemy cztery publikacje w czasopismach o profilu neurobilogicznym i informatycznym.</div>
<div align=""left"">2. Udział w czterech konferencjach międzynarodowych ICAN i ICONIP w latach 2008-2009.</div>
<div align=""left"">3. Otwarcie przewodu habilitacyjnego na podstawie prac.</div>",07/07/04,27,Opracowanie założeń i programu sieci neuronalnej do badań modelowych nad pamięcią i zapominaniem w obrębie systemu hipokampa w oparciu o własny model neuronu,"model neuronu, sieć neuronalna, hipokamp, pamięć, nanotechnologia",173
223,14509,opisProjektuEfekt,"<font size=""3"" style=""font-family: Times New Roman;"" /><font face=""Times New Roman""><font size=""3"">Wyniki badań ujętych w niniejszym projekcie będą przedmiotem pracy doktorskiej mgr Joanny Raczyńskiej oraz publikacji naukowych i wystąpień na konferencjach krajowych i międzynarodowych. W przypadku pomyślnego opracowania specyficznych ligand&oacute;w badanego enzymu nitrylazy, część wynik&oacute;w obejmiemy patentem.</font></font>",07/07/31,27,"Analiza krystalograficzna struktur nitrylazy i alkalazy - enzymów, które hydrolizują różne wiązania między atomami węgla i azotu","proteaza serynowa, subtylizyna, alkalaza, nitrylaza, struktura krystalograficzna, mechanizm reakcji",183
224,14663,opisProjektuEfekt,"<p align=""justify""></p>
<p align=""justify"">Wyniki badań będą podstawą rozprawy doktorskiej lek. med. Olgi Grzybowskiej-Izydorczyk oraz zostaną upowszechnione w formie publikacji naukowych w tematycznych czasopismach o zasięgu międzynarodowym, a także zaprezentowane na międzynarodowych i krajowych konferencjach naukowych.</p>",07/07/30,27,"Prognostyczne znaczenie białek z rodziny białka inhibitorowego apoptozy (IAP, inhibitor of apoptosis protein) oraz ich antagonistów w przewlekłej białaczce limfocytowej","przewlekła biłaczka limfocytowa, apoptoza, ihnibitory apoptozy, cIAP1, cIAP2, XIAP, surwiwina, Smac/Dablo, HtrA2/Omi, regulacja apoptozy",183
