,Unnamed: 0,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD,LEMMATIZED
292,292.0,17704.0,opisProjektuEfekt,"najważniejszym efektem grantu będzie przedstawienie rozprawy habilitacyjnej przez kierownika projektu. w chwili obecnej stanowi ją pięć spjnych tematycznie, oryginalnych publikacji; zaawansowanie pracy ocenia się obecnie na około 75%. uzupełnienie części dotyczących metodyki przygotowania do badań materiału biologicznego oraz praktycznego zastosowania markerw endotoksyny i bakterii gram-ujemnych jest niezbędne dla szybkiej finalizacji tego zagadnienia.

wyniki uzyskiwane w czasie realizacji projektu będą zaprezentowane na konferencjach i sympozjach. ze względu na interdyscyplinarny charakter badań, wyniki będą publikowane w czasopismach mikrobiologicznych i biochemicznych, a także zajmujących się problematyką posocznicy. jeden z wykonawcw grantu jest słuchaczem studium doktoranckiego przy iitd pan, toteż wyniki przez niego otrzymane będą przedmiotem prezentacji na tym forum. 

bardzo ważnym odbiorcą wynikw pracy w postaci procedur laboratoryjnych do oznaczania chemicznych markerw endotoksyny jest grupa diagnostw laboratoryjnych - analitykw medycznych, dla ktrych wiedza na temat metod diagnostycznych opartych na analizie instrumentalnej jest szeroko wprowadzana w ramach doskonalenia zawodowego. chromatograf gazowy sprzężonyz detektorem mas jest coraz częściej rutynowym wyposażeniem laboratoriw klinicznych i upowszechnienia się umiejętność jego obsługi przez wykwalifikowanych diagnostw laboratoryjnych. tym bardziej wprowadzanie nowych metod z ich zastosowaniem wydaje się, niezwykle pożądane zwłaszcza w oznaczaniu endotoksyny, ktra ma tak niewielką alternatywę diagnostyczną, na ktrą jednocześnie istnieje olbrzymie zapotrzebowanie w rżnych dziedzinach medycyny klinicznej. wprowadzanie i stopniowa walidacja nowych metod będzie przedmiotem wspłpracy z katedrą i zakładem biochemii lekarskiej akademii medycznej we wrocławiu, ktrej kierownikiem jest prof. dr hab. a. gamian, jeden z wykonawcw projektu.",07/07/31,27.0,Oznaczanie chemicznych markerów endotoksyny we krwi i tkankach na modelu zwierzęcym oraz ich zastosowanie w diagnostyce i monitorowaniu chorób niezakaźnych,"endotoksyna, lipopolisacharyd, chemiczne markery mikrorganizmów, 3-hydroksylowe kwasy tłuszczowe, lipid A, GC-MS, diagnostyka laboratoryjna",173.0,"ważny efekt grant być przedstawienie rozprawa habilitacyjny przez kierownik projekt . w chwila obecna stan on piąć spjnych tematycznie , oryginalny publikacja ; zaawansowanie praca oceniać się obecnie na około 75 % . uzupełnienie część dotyczyć metodyka przygotowanie do badanie materiał biologiczny oraz praktyczny zastosowanie markerw endotoksyna i bakteria gram - ujemny być niezbędny dla szybki finalizacja to zagadnienie . wynik uzyskiwać w czas realizacja projekt być zaprezentować na konferencja i sympozjum . z wzgląd na interdyscyplinarny charakter badanie , wynik być publikować w czasopismo mikrobiologiczny i biochemiczny , a także zajmujący się problematyka posocznica . jeden z wykonawcw grant być słuchacz studium doktorancki przy iitd pan , toteż wynik przez on otrzymać być przedmiot prezentacja na tym forum . bardzo ważny odbiorca wynikw praca w postać procedura laboratoryjny do oznaczać chemiczny markerw endotoksyna być grupa diagnostw laboratoryjny - analitykw medyczny , dla ktrych wiedza na temat metoda diagnostyczny oprzeć na analiza instrumentalny być szeroko wprowadzać w rama doskonalenie zawodowy . chromatograf gazowy sprzężonyz detektor masa być coraz często rutynowy wyposażenie laboratoriw kliniczny i upowszechnienie się umiejętność on obsługa przez wykwalifikować diagnostw laboratoryjny . tym bardziej wprowadzać nowa metoda z on zastosowanie wydawać się , niezwykle pożądany zwłaszcza w oznaczać endotoksyna , ktra mój tak niewielki alternatywa diagnostyczny , na ktrą jednocześnie istnieć olbrzym zapotrzebowanie w rżnych dziedzina medycyna kliniczny . wprowadzać i stopniowy walidacja nowa metoda być przedmiot wspłpracy z katedra i zakład biochemia lekarski akademia medyczny w Wrocław , ktrej kierownik być profesor . dr Księga_Habakuka . a . gamian , jeden z wykonawcw projekt ."
293,293.0,17726.0,opisProjektuEfekt,"ostateczny rezultat prac badawczych przyniesie następujące wymierne wyniki: a) skompletowana zostanie baza danych statystycznych dotyczących zagadnień demograficznych dla obszaru postsowieckiego, w tym dla federacji rosyjskiej, ukrainy, białorusi, litwy, łotwy, estonii, armenii, gruzji oraz mołdawii; dotyczyć one będą okresu 1989 - 2007. b) wykonane zostaną kartogramy pokazujące kształtowanie się według jednostek politycznych i administracyjnych rżnorodnych wskaźnikw demograficznych; c) podobna analiza statystyczno-kartograficzna zostanie zrealizowana w celu wskazania zmian narodowościowych w okresie transformacji ustrojowej na wybranych obszarach byłego zsrr; d) opracowany zostanie atlas demograficzny federacji rosyjskiej; e) dokonana zostanie ocena wyjaśniająca przebiegu procesw demograficznych; najważniejsze rezultaty zostaną opublikowane w artykułach naukowych; f) zostanie zestawiona obszerna bibliografia prac w języku rosyjskim odniesiona do badanej problematyki; g) opracowana będzie krtka synteza w języku polski i angielskim podsumowująca całość prac związanych ze zrealizowanym projektem badawczym",07/07/03,27.0,Przemiany demograficzne w okresie transformacji ustrojowej na obszarze postsowieckim,"obszar postsowiecki, demografia, przełom XX-XXI w.",183.0,"ostateczny rezultat praca badawczy przynieść następujący wymierny wynik : a ) skompletować zostać baza dana statystyczny dotyczyć zagadnienie demograficzny dla obszar postsowiecki , w tym dla federacja rosyjski , ukraina , Białoruś , litwa , Łotwa , Estonia , Armenia , Gruzja oraz Mołdawia ; dotyczyć on być okres 1989 - 2007 . bit ) wykonać zostać kartogram pokazować kształtować się według jednostka polityczny i administracyjny rżnorodnych wskaźnikw demograficzny ; cent ) podobna analiza statystyczno - kartograficzny zostać zrealizować w cel wskazanie zmiana narodowościowy w okres transformacja ustrojowy na wybrana obszar były ZSRR ; D ) opracować zostać atlas demograficzny federacja rosyjski ; e ) dokonany zostać ocena wyjaśniający przebieg procesw demograficzny ; ważny rezultat zostać opublikować w artykuł naukowy ; f ) zostać zestawić obszerny bibliografia praca w język rosyjski odnieść do badany problematyka ; gram ) opracować być krtka synteza w język polski i angielski podsumowujący całość praca związać z zrealizować projekt badawczy"
294,294.0,17767.0,opisProjektuEfekt,planowane jest przedstawienie uzyskanych wynikw w formie publikacji w indeksowanym czasopiśmie. ponadto uzyskane wyniki będą przedmiotem doniesień zjazdowych na konferencjach krajowych i zagranicznych.,07/07/25,27.0,Badania nad etiologią i markerami bocznych idiopatycznych skrzywień kręgosłupa,"Skolioza idiopatyczna, boczne idiopatyczne skrzywienie kręgosłupa, macierz kostna, PTH, kalcytonina, estrogeny, witamina D3,  metaloproteazy, kwasy tłuszczowe",173.0,planować być przedstawienie uzyskać wynikw w forma publikacja w indeksować czasopismo . ponadto uzyskać wynik być przedmiot doniesienie zjazdowy na konferencja krajowy i zagraniczny .
295,295.0,17836.0,opisProjektuEfekt,"wyniki projektu posłużą do opracowania rozprawy doktorskiej.
uzyskane wyniki badań prezentowane będą na konferencjach metalurgicznych dotyczących ciągłego odlewania w kraju i zagranicą (""iron and steelmaking"", ""continuous casting of billets"" i inne).",07/07/30,27.0,Opracowanie kryteriów modyfikacji wtrąceń niemetalicznych dla stali konstrukcyjnych stopowych 40HM i 23G2NMHA w celu podwyższenia lejności w procesie COS,"modyfikacja wtrąceń niemetalicznych, technologia COS, stale konstrukcyjne stopowe, stale o wysokiej czystości metalurgicznej, lejność stali",173.0,"wynik projekt posłużyć do opracowanie rozprawa doktorski . uzyskać wynik badanie prezentować być na konferencja metalurgiczny dotyczyć ciągły odlewać w kraj i zagranica ( &quot; iron Anda steelmaking &quot; , &quot; continuous casting of billets &quot; i inny ) ."
296,296.0,17882.0,opisProjektuEfekt,"wymiernym efektem naszej pracy będzie szereg publikacji naukowych w czasopismach o zasięgu krajowym oraz zagranicznym, a także komunikaty na konferencjach. wynik końcowy zostanie udokumentowany w formie opisu procedury analitycznej przydatnej do identyfikacji i oznaczania polidimetylosiloksanw liniowych. ponadto poszukiwanie nowych metod analizy pdms jest kontynuacją zainteresowań i badań kierownika projektu, ktre w przyszłości pozwolą na przygotowanie rozprawy habilitacyjnej.",07/07/24,27.0,Opracowanie metody analizy specjacyjnej polidimetylosiloksanów liniowych przy wykorzystaniu chromatografii wykluczania z detektorem laserowym fotodyspersyjnym,"polidimetylosiloksany liniowe, PDMS, analiza specjacyjna, leki, materiał biologiczny, żywność, kosmetyki, oznaczanie polidimetylosiloksanów, chromatografia wykluczania, chromatografia żelowa, detektor laserowo-fotodyspersyjny. ",173.0,"wymierny efekt nasz praca być szereg publikacja naukowy w czasopismo o zasiąg krajowy oraz zagraniczny , a także komunikat na konferencja . wynik końcowy zostać udokumentować w forma opis procedura analityczny przydatny do identyfikacja i oznaczać polidimetylosiloksanw liniowy . ponadto poszukiwanie nowa metoda analiza pdms być kontynuacja zainteresowanie i badanie kierownik projekt , ktre w przyszłość pozwolić na przygotowanie rozprawa habilitacyjny ."
297,297.0,17951.0,opisProjektuEfekt,"przeprowadzone badania będą podstawą pracy habilitacyjnej oraz publikacji naukowych. wyniki badań wykorzystane będą rwnież do realizacji działań w praktyce, przy wspłpracy z jednostkami opieki medycznej.",07/07/24,27.0,Ocena skuteczności treningu inercyjnego u kobiet i mężczyzn w różnym wieku,"trening inercyjny, kobiety, mężczyźni, młodzi, starsi",173.0,"przeprowadzić badanie być podstawa praca habilitacyjny oraz publikacja naukowy . wynik badanie wykorzystać być rwnież do realizacja działanie w praktyka , przy wspłpracy z jednostka opieka medyczny ."
298,298.0,17953.0,opisProjektuEfekt,"wymiernym efektem będzie opracowanie systemu nowoczesnego sterowania jakością mas z wykorzystaniem sieci neuronowych. zespł realizujący wspłpracuje z zagranicznymi ośrodkami naukowymi - tu ostrava z zespołem prof. p. jelinka, tu zilina z zespołem prof. a. sladka, tu kosice z zespołem doc i. vaskovej, a także z wieloma odlewniami na terenie kraju. ośrodki te wyraziły wstępne zainteresowanie wykorzystaniem sieci neuronowych do sterowania właściwościami mas formierskich.  ścisła wspłpraca z odlewniami daje możliwość testowania w warunkach rzeczywistych zaproponowanych rozwiązań.otrzymane wyniki badań zostaną opublikowane w postaci artykułw i referatw na konferencjach krajowych i zagranicznych. odpowiednio zaprogramowana sieć neuronowa może posłużyć jako nowe narzędzie wspomagające dobr parametrw masy w odlewniach. uzyskane wyniki będą stanowiły podstawę do przygotowania rozprawy habilitacyjnej kierownika projektu.",07/07/24,27.0,Sterowanie właściwościami odlewniczych mas formierskich przy użyciu sieci neuronowych,"sieci neuronowe, syntetyczne masy formierskie, właściwość mas formierskich",173.0,"wymierny efekt być opracowanie system nowoczesny sterowanie jakość masa z wykorzystanie sieć neuronowy . zespł realizować wspłpracuje z zagraniczny ośrodek naukowy - tu ostrava z zespół profesor . p . jelinka , tu zilina z zespół profesor . a . sladka , tu kosice z zespół doc i . vaskovej , a także z wiele odlewnia na teren kraj . ośrodek te wyrazić wstępna zainteresowanie wykorzystanie sieć neuronowy do sterowanie właściwość masa formierski . ścisły wspłpraca z odlewnia dawać możliwość testować w warunek rzeczywisty zaproponować rozwiązanie . otrzymać wynik badanie zostać opublikować w postać artykułw i referatw na konferencja krajowy i zagraniczny . odpowiednio zaprogramować sieć neuronowy może posłużyć jako nowa narzędzie wspomagający dobr parametrw masa w odlewnia . uzyskać wynik być stanowić podstawa do przygotowanie rozprawa habilitacyjny kierownik projekt ."
299,299.0,17965.0,opisProjektuEfekt,"udokumentowanym efektem realizacji niniejszego projektu będą publikacje naukowe w czasopismach krajowych i zagranicznych oraz referaty i plakaty na konferencjach w kraju i za granicą. opracowana metoda oznaczania poziomu ufosforylowanego białka darpp-32 w homogenatach prążkowia i istoty czarnej będzie wykorzystywana w dalszych badaniach związanych z problematyką choroby parkinsona. zwłaszcza, że w naszym zakładzie zostały ostatnio wprowadzone nowe zwierzęce modele tej choroby, w ktrych jako substancji modelowych użyto pestycydwi inhibitora proteasomu. opracowanie nowych oznaczeń wzbogaci zakres metod stosowanych w naszym instytucie.",07/07/30,27.0,Modulowanie przekażnictwa z udziałem tlenku azotu w strukturach jąder podstawy jako potencjalny cel terapii choroby Parkinsona. Badania w modelu zwierzęcym,"Choroba Parkinsona, lezje 6-OHDA, donory NO, L-dopa, rotacje, łączne podania L-dopa i donorów NO, neurony NOS w jąrach podstawy.",173.0,"udokumentować efekt realizacja niniejszy projekt być publikacja naukowy w czasopismo krajowy i zagraniczny oraz referat i plakat na konferencja w kraj i za granica . opracować metoda oznaczać poziom ufosforylowanego białek darpp - 32 w homogenatach prążkowia i istota czarna być wykorzystywać w daleki badanie związać z problematyka choroba parkinson . zwłaszcza , że w nasi zakład zostać ostatnio wprowadzić nowa zwierzęcy model ten choroba , w ktrych jako substancja modelowy użyć pestycydwi inhibitor proteasomu . opracowanie nowa oznaczenie wzbogacić zakres metoda stosowany w nasi instytut ."
300,300.0,18008.0,opisProjektuEfekt,"wyniki projektu zostaną włączone do rozprawy doktorskiej mgr tomasza zarzyckiego, pt. ""development of decision support systems to provide cost-effective strategies for effective management of the gulf of gdańsk ecosystem and biodiversity"". [polski odpowiednik tytułu: ""wypracowanie systemu wspomagania decyzji środowiskowych dla zarządzania w obrębie ekosystemu zatoki gdańskiej"".]planuje się rwnież opublikowanie co najmniej jednego artykułu w czasopiśmie naukowym o zasięgu międzynarodowym. rezultaty prac zostaną rwnież upowszechnione na forum krajowych i zagranicznych konferencji naukowych i sympozjw, zarwno w formie prezentacji ustnych jak i posterowych.",07/07/26,27.0,Społeczno-ekonomiczna wartość różnorodności biologicznej Zatoki Gdańskiej jako element ekosystemowego podejścia do zarządzania środowiskiem.,"wartość ekonomiczna środowiska, bioróżnorodność, Zatoka Gdańska, województwo pomorskie, dobra i usługi ekosystemu, deklarowane preferencje",173.0,"wynik projekt zostać włączyć do rozprawa doktorski mgr Tomasz Zarzycki , pod_tytułem . &quot; development of decision support systems to provide cost - effective strategies for effective management of the gulf of Gdańsk ecosystem Anda biodiversity &quot; . [ polski odpowiednik tytuł : &quot; wypracowanie system wspomaganie decyzja środowiskowy dla zarządzanie w obrąb ekosystem zatoka gdańska &quot; . ] planować się rwnież opublikować co mało jeden artykuł w czasopismo naukowy o zasiąg międzynarodowy . rezultat praca zostać rwnież upowszechnić na forum krajowy i zagraniczny konferencja naukowy i sympozjw , zarwno w forma prezentacja ustny jak i posterowych ."
301,301.0,18054.0,opisProjektuEfekt,"wyniki tej pracy mogą przyczynić się do uzyskania możliwości ekonomicznej produkcji aktywnych biologicznie cytokin ssaczych oraz przetestowania ich zastosowania jako adiuwantw odpowiedzi immunologicznej w przypadku szczepionek podjednostkowych (na przykładzie antygenw helicobacter pylori). przewidywany sposb upowszechniania wynikw to: udział w krajowych i zagranicznych konferencjach naukowych oraz publikacje w czasopismach o zasięgu międzynarodowym. zakładana jest, ponadto, możliwość wykonania co najmniej jednej pracy doktorskiej.",07/07/27,27.0,Transgeniczne rośliny tytoniu o niskiej zawartości alkaloidów jako źródło zrekombinowanych białek cytokin IL-2 i GMCSF oraz ich fuzji z antygenami szczepionkowymi,"cytokiny, IL-2, GMCSF, rośliny transgeniczne, Helicobacter pylori",183.0,"wynik ten praca móc przyczynić się do uzyskać możliwości ekonomiczny produkcja aktywny biologicznie cytokina ssaczych oraz przetestować on zastosowanie jako adiuwantw odpowiedź immunologiczny w przypadek szczepionka podjednostkowy ( na przykład antygenw helicobacter pylori ) . przewidywać sposb upowszechniać wynikw to : udział w krajowy i zagraniczny konferencja naukowy oraz publikacja w czasopismo o zasiąg międzynarodowy . zakładać być , ponadto , możliwość wykonanie co mało jeden praca doktorski ."
302,302.0,18071.0,opisProjektuEfekt,"istotnym elementem podczas trwania projektu będą konsultacje ze środowiskiem ekspertw w obszarze farmakoekonomiki, w celu: i) wymiany doświadczeń praktycznych; ii) omwienia teoretycznych własności poszczeglnych metod szacowania kosztw; iii)uzyskania preferencji decydentw odnośnie elementw kosztw pośrednich, ktre decydent chce uwzględniać w analizach. tak więc już w takcie trwania projektu nastąpi częściowa komunikacja uzyskiwanych wynikw. poza spotkaniami zorganizowane zostanie forum internetowe, na ktrym użytkownicy będą mogli na bieżąco wymieniać poglądy. 
  
 po zakończeniu projektu uzyskane wyniki teoretyczne i praktyczne zostaną zaprezentowane zainteresowanym podczas zorganizowanej konferencji dla decydentw, ekspertw i pracownikw przemysłu farmaceutycznego. wyniki teoretyczne zostaną też rozpowszechnione w sposb czysto akademicki w postaci wystąpień na konferencjach krajowych (np. konferencja ptfe) i zagranicznych (np. konferencja ispor oraz konferencje zorganizowane we wspłpracy zzagranicznymi wspłpracownikami w ramach projektu) oraz w postaci publikacji naukowych.",07/07/30,27.0,Metody szacowania kosztów pośrednich choroby i wpływu stanu zdrowia na aktywność zawodową i wydajność pracy - znaczenie w procesie oceny farmakoekonomicznej,"koszty pośrednie, analizy kosztów efektywności, absencja chorobowa, koszt alternatywny, utracony produkt, aktywność zawodowa, wydajność pracy",183.0,"istotny element podczas trwanie projekt być konsultacja z środowisko ekspertw w obszar farmakoekonomiki , w cel : i ) wymian doświadczenie praktyczny ; ii ) omwienia teoretyczny własność poszczeglnych metoda szacować kosztw ; iii ) uzyskać preferencja decydentw odnośnie elementw kosztw pośredni , ktre decydent chcieć uwzględniać w analiza . tak więc już w takt trwanie projekt nastąpić częściowy komunikacja uzyskiwać wynikw . poza spotkanie zorganizować zostać forum internetowy , na ktrym użytkownik być mogel na bieżąco wymieniać pogląd . po zakończenie projekt uzyskać wynik teoretyczny i praktyczny zostać zaprezentować zainteresowana podczas zorganizować konferencja dla decydentw , ekspertw i pracownikw przemysł farmaceutyczny . wynik teoretyczny zostać też rozpowszechniony w sposb czysto akademicki w postać wystąpienie na konferencja krajowy ( na_przykład . konferencja ptfe ) i zagraniczny ( na_przykład . konferencja ispor oraz konferencja zorganizować w wspłpracy zzagranicznymi wspłpracownikami w rama projekt ) oraz w postać publikacja naukowy ."
303,303.0,18086.0,opisProjektuEfekt,"wyniki badań przedstawione zostaną w publikacjach naukowych oraz referatach na konferencjach naukowych. zadania realizowane w ramach proponowanego projektu badawczego zostaną wykorzystane do przygotowania pracy doktorskiej mgr d. kaczmarka, asystenta w zakładzie kinezyterapii awf poznań.",07/07/27,27.0,Wpływ metody Kinesio Taping i kinezyterapii na obraz kliniczny chorych na reumatoidalne zapalenie stawów,"reumatoidalne zapalenie stawów, Kinesio Taping, Interleukina-1β, Tumor Necrosis Factor-α",173.0,"wynik badanie przedstawić zostać w publikacja naukowy oraz referat na konferencja naukowy . zadanie realizować w rama proponować projekt badawczy zostać wykorzystać do przygotowanie praca doktorski mgr D . Kaczmarek , asystent w zakład kinezyterapia AWF poznanie ."
304,304.0,18119.0,opisProjektuEfekt,planuje się publikację wynikw w pismacho międzynarodowym zasięgu (z listy filadelfijskiej).,07/07/30,27.0,Genetyczne uwarunkowanie poziomu glukozy we krwi a predyspozycja do cukrzycy typu II,"cukrzyca, glukoza, polimorfizm genów, populacja",183.0,planować się publikacja wynikw w pismacho międzynarodowy zasiąg ( z list filadelfijski ) .
305,305.0,18156.0,opisProjektuEfekt,grant ten będzie przedmiotem jednej pracy magisterskiej oraz jednej pracy doktorskiej. wyniki uzyskane w czasie jego realizacji będą prezentowane na zjazdach krajowych i zagranicznych oraz zostaną opublikowane w impaktowanych czasopismach zagranicznych. planuje się rwnież wykorzystać otrzymane wyniki do składania wnioskw patentowych.,07/07/23,27.0,Eksperymentalne leczenie urazów rdzenia kręgowego u ludzi poprzez dordzeniowe i donaczyniowe podanie komórek macierzystych,"uraz rdzenia, nerwowe komórki macierzyste, komórki mezenchymalne, szpik kostny, regeneracja",173.0,grant ten być przedmiot jeden praca magisterski oraz jeden praca doktorski . wynik uzyskać w czas on realizacja być prezentować na zjazd krajowy i zagraniczny oraz zostać opublikować w impaktowanych czasopismo zagraniczny . planować się rwnież wykorzystać otrzymać wynik do składać wnioskw patentowy .
306,306.0,18264.0,opisProjektuEfekt,ostatecznym efektem pracy badawczej będzie rozprawa doktorska zawierająca wyczerpujące informacje na temat aktualnej roślinności łąkowej doliny wielopolki oraz weryfikująca hipotezy badawcze. wyniki badań będą prezentowane na konferencjach polskiego towarzystwa botanicznego. najważniejsze wnioski zostaną opublikowane w impaktowym czasopiśmie ekologicznym. dzięki temu nowa metoda pozyskiwania danych będzie mogła zostać upowszechniona w środowisku fitosocjologicznym.,07/07/26,27.0,"Zastosowanie prób losowych do oceny zróżnicowania zbiorowisk łąkowych, murawowych oraz szuwarowych w dolinie Wielopolki (Pogórze Strzyżowskie)","próba losowa, zbiorowiska łąkowe, zbiorowiska murawowe, zbiorowiska szuwarowe, Wielopolka, Pogórze Strzyżowskie",173.0,ostateczny efekt praca badawczy być rozprawa doktorski zawierać wyczerpujący informacja na temat aktualny roślinność łąkowy dolina wielopolka oraz weryfikować hipoteza badawczy . wynik badanie być prezentować na konferencja polski towarzystwo botaniczny . ważny wniosek zostać opublikować w impaktowy czasopismo ekologiczny . dzięki temu nowa metoda pozyskiwać dana być móc zostać upowszechnić w środowisko fitosocjologiczny .
307,307.0,18273.0,opisProjektuEfekt,"wymiernym, udokumentowanym efektem realizacji projektu będzie napisanie oraz opublikowanie w formie książkowej monografii stanowiącej rozprawę doktorską. ponadto planuje się przedstawienie niektrych wynikw badań w formie odczytw na konferencjach naukowych oraz artykułw w czasopismach. pierwsze wyniki badań zostaną przedstawione już w 2008 r. w sumie w ramach projektu przewiduje się przygotowanie minimum trzech publikacji, w tym jednej anglojęzycznej, ktre zostaną zaprezentowane na międzynarodowych i krajowych konferencjach naukowych.
ważnym elementem popularyzatorskim będzie także zorganizowanie seminarium dla pracownikw administracji, podczas ktrego zostaną zaprezentowane (a także opublikowane w formie materiałw pomocniczych) wyniki badań.",07/07/30,27.0,Wpływ zbiorników małej retencji wodnej  na gospodarkę przestrzenną gmin województwa wielkopolskiego,"mała retencja wodna, gmina, kształtowanie krajobrazu, zasoby wodne, zrównoważony rozwój, województwo wielkopolskie ",173.0,"wymierny , udokumentować efekt realizacja projekt być napisać oraz opublikować w forma książkowy monografia stanowić rozprawa doktorski . ponadto planować się przedstawienie niektrych wynikw badanie w forma odczytw na konferencja naukowy oraz artykułw w czasopismo . pierwsza wynik badanie zostać przedstawić już w 2008 r . w sum w rama projekt przewidywać się przygotowanie minimum trzy publikacja , w tym jeden anglojęzyczny , ktre zostać zaprezentować na międzynarodowy i krajowy konferencja naukowy . ważny element popularyzatorski być także zorganizowanie seminarium dla pracownikw administracja , podczas ktrego zostać zaprezentować ( a także opublikować w forma materiałw pomocniczy ) wynik badanie ."
308,308.0,18294.0,opisProjektuEfekt,"przede wszystkim należy podkreślić pionierstwo poruszonej tematyki. wymiernym efektem projektu będzie połączenie opracowanych podstaw teoretycznych dwch nowoczesnych technologii zmieniających w istotny sposb właściwości użytkowe znanego materiału - żeliwa sferoidalnego. wdrożenie ich do przemysłu będzie praktycznym zastosowaniem przeprowadzonych badań na rzecz gospodarki. konsekwencją wdrożenia, będzie oryginalność zastosowania, możliwość opatentowania co w sposb wymierny zapewni korzyści gospodarcze.",07/07/20,27.0,Opracowanie podstaw teoretycznych oraz technologii wytwarzania twardych powłok metodą PVD i CVD na żeliwie sferoidalnym,"PVD, rozpylanie magnetronowe, CVD, cienkie powłoki TiC, TiN, TiCN, SiC, SiCN, SiN, żeliwo sferoidalne, odporność na zużycie, odporność na korozję. ",173.0,"przed wszyscy należeć podkreślić pionierstwo poruszyć tematyka . wymierny efekt projekt być połączenie opracować podstawa teoretyczny dwch nowoczesny technologia zmieniać w istotny sposb właściwość użytkowy znany materiał - żeliwo sferoidalny . wdrożenie on do przemysł być praktyczny zastosowanie przeprowadzić badanie na rzecz gospodarka . konsekwencja wdrożenie , być oryginalność zastosowanie , możliwość opatentować co w sposb wymierny zapewnić korzyść gospodarczy ."
309,309.0,18317.0,opisProjektuEfekt,"a. w odniesieniu do terenu badań
1. kartograficzne (wieloskalowe) zestawienie analitycznych i syntetycznych charakterystyk środowiska przyrodniczego w układzie gis z rozbudowaną bazą danych
2. wskazania monitoringowe i planistyczne, wnioski o charakterze wytycznych odnośnie ochrony krajobrazu i biorżnorodności,
3. model systemu krajobrazowego pozwalający na ocenę i prognozę rżnych aspektw biogeorżnorodności
4. zweryfikowany zestaw indykatorw strukturalnych i funkcjonalnych, ktre są wykorzystywane w europejskim systemie monitoringu terenw rolniczych i obszarw wiejskich

b. w ujęciu oglnym

1. publikacje naukowe (w tym końcowa publikacja o charakterze monograficznym),
2. udział w konferencjach polskiej asocjacji ekologii krajobrazu oraz konferencjach international association for landscape ecology (średnio 3-4 rocznie), a także innych konferencjach tematycznych,
3. model hierarchicznego systemu krajobrazowego, odpowiadający systemowi klasyfikacji krajobrazu w polsce - do wykorzystania bądź weryfikacji w innych regionach, ktry będzie stanowił oryginalny wkład w dziedzinie geoekologii,
4. zweryfikowany zestaw parametrw określających biogeochemiczne i fizjonomiczne aspekty funkcjonowania krajobrazw nizinnych nizin środkowopolskich.

wyniki prac zostaną rwnież wykorzystane do uzupełnienia materiałw służących przygotowaniu rozpraw na stopnie naukowe (habilitacja).",07/07/31,27.0,Model hierarchicznego systemu krajobrazowego i jego wykorzystanie dla potrzeb oceny i prognozowania biogeoróżnorodności,"struktura krajobrazu, hierarchiczna mozaika krajobrazowa, fragmentacja krajobrazu, bioróżnorodność, systemy hierarchiczne, geosystem, modelowanie geoekologiczne, model probabilistyczny, model przepływu, segmentacja, klasyfikacja, wiek krajobrazu, izotopy metali ciężkich, scenariusz rozwoju, prognozowanie ",173.0,"a . w odniesienie do teren badanie 1 . kartograficzny ( wieloskalowy ) zestawienie analityczny i syntetyczny charakterystyka środowisko przyrodniczy w układ gis z rozbudować baza dana 2 . wskazanie monitoringowy i planistyczny , wniosek o charakter wytyczna odnośnie ochrona krajobraz i biorżnorodności , 3 . model system krajobrazowy pozwalać na ocena i prognoza rżnych aspektw biogeorżnorodności 4 . zweryfikować zestaw indykatorw strukturalny i funkcjonalny , ktre być wykorzystywać w europejski system monitoring terenw rolniczy i obszarw wiejski bit . w ujęcie oglnym 1 . publikacja naukowy ( w tym końcowy publikacja o charakter monograficzny ) , 2 . udział w konferencja polski asocjacja ekologia krajobraz oraz konferencja international association for landscape ecology ( średnio 3 - 4 rocznie ) , a także inny konferencja tematyczny , 3 . model hierarchiczny system krajobrazowy , odpowiadać system klasyfikacja krajobraz w Polska - do wykorzystanie bądź weryfikacja w inny region , ktry być stanowić oryginalny wkład w dziedzina geoekologii , 4 . zweryfikować zestaw parametrw określać biogeochemiczny i fizjonomiczny aspekt funkcjonowanie krajobrazw nizinny nizina środkowopolski . wynik praca zostać rwnież wykorzystać do uzupełnienie materiałw służąca przygotowanie rozprawa na stopień naukowy ( habilitacja ) ."
310,310.0,18394.0,opisProjektuEfekt,wyniki proponowanego projektu zostana zawarte w pracy doktorskiej mgr inż. magdaleny podgrczykoraz będą prezentowane na konferencjach krajowych i zagranicznych.,07/07/25,27.0,"Analiza składu pierwiastkowego, stopnia utlenienia, lokalnej dystrybucji i najbliższego otoczenia wokół atomów cynku i siarki w tkankach prostaty i hodowlach komórkowych","pierwiastki śladowe, cynk, siarka, komórki, tkanki, promieniowanie synchrotronowe, XANES, EXAFS",183.0,wynik proponować projekt zostana zawrzeć w praca doktorski mgr inż . Magdalena podgrczykoraz być prezentować na konferencja krajowy i zagraniczny .
